일자,KRX_300 금융 종가,KRX_300 정보기술 종가,KRX_유틸리티 종가,KRX_정보기술 종가,KRX_미디어&엔터테인먼트 종가,KRX_필수소비재 종가,KRX_경기소비재 종가,KRX_운송 종가,KRX_보험 종가,KRX_기계장비 종가,KRX_증권 종가,KRX_건설 종가,KRX_방송통신 종가,KRX_철강 종가,KRX_에너지화학 종가,KRX_은행 종가,KRX_헬스케어 종가,KRX_반도체 종가,KRX_자동차 종가,KRX 300 필수소비재 종가,KRX_300 소재 종가,KRX_300 커뮤니케이션서비스 종가,KRX_300 헬스케어 종가,KRX_300 산업재 종가,KRX_300 자유소비재 종가,코스피_중형주 종가,코스피_대형주 종가,코스피_제조업 종가,코스피_서비스업 종가,코스피_보험 종가,코스피_증권 종가,코스피_금융업 종가,코스피_통신업 종가,코스피_운수창고업 종가,코스피_건설업 종가,코스피_전기가스업 종가,코스피_유통업 종가,코스피_운수장비 종가,코스피_의료정밀 종가,코스피_전기전자 종가,코스피_기계 종가,코스피_철강금속 종가,코스피_비금속광물 종가,코스피_의약품 종가,코스피_화학 종가,코스피_종이목재 종가,코스피_섬유의복 종가,코스피_음식료품 종가,코스피_200 헬스케어 종가,코스피_200 산업재 종가,코스피 200 경기소비재 종가,코스피_200 생활소비재 종가,코스피_200 금융 종가,코스피_200 정보기술 종가,코스피_200 에너지화학 종가,코스피_200 철강소재 종가,코스피_200 중공업 종가,코스피_200 건설 종가,코스피 200 커뮤니케이션서비스 종가,코스피200제외 코스피지수 종가,코스피 200 초대형제외 지수 종가,코스피_200 중소형주 종가,코스피 200 TOP 10 종가,코스피 200 비중상한 20% 종가,코스피_200 비중상한 25% 종가,코스피_200 비중상한 30% 종가,코스피_소형주 종가,kosdaq_기술성장 종가,kosdaq_중견기업부 종가,kosdaq_벤처기업 종가,kosdaq_우량기업 종가,kosdaq_소형주 종가,kosdaq_중형주 종가,kosdaq_대형주 종가,kosdaq_IT부품 종가,kosdaq_반도체 종가,kosdaq_정보기기 종가,kosdaq_통신장비 종가,kosdaq_컴퓨터서비스 종가,kosdaq_소프트웨어 종가,kosdaq_디지털컨텐츠 종가,kosdaq_인터넷 종가,kosdaq_방송서비스 종가,kosdaq_통신서비스 종가,kosdaq_기타제조 종가,kosdaq_운송장비부품 종가,kosdaq_의료정밀기기 종가,kosdaq_일반전기전자 종가,kosdaq_기계장비 종가,kosdaq_금속 종가,kosdaq_비금속 종가,kosdaq_제약 종가,kosdaq_화학 종가,kosdaq_출판매체복제 종가,kosdaq_종이목재 종가,kosdaq_섬유의류 종가,kosdaq_음식료담배 종가,kosdaq_IT_HW 종가,kosdaq_IT_SW 종가,kosdaq_통신방송서비스 종가,kosdaq_오락문화 종가,kosdaq_금융 종가,kosdaq_운송 종가,kosdaq_유통 종가,kosdaq_건설 종가,kosdaq_제조업 종가,kosdaq_IT 종가,kosdaq_기타서비스 종가,kosdaq_자유소비재 종가,kosdaq_필수소비재 종가,kosdaq_산업재 종가,kosdaq_소재 종가,kosdaq_커뮤니케이션서비스 종가,kosdaq_헬스케어 종가,kosdaq_정보기술 종가
2021-06-30,900.35,2940.79,975.46,1817.52,4018.78,1895.23,1575.6,1480.15,1350.95,662.91,864.0,787.33,1027.45,2058.14,4088.0,782.33,4547.01,3963.97,2535.49,1858.38,1858.81,2934.71,3841.0,781.48,1891.47,3633.23,3234.06,8261.35,2201.95,14555.99,2214.39,477.37,434.09,2631.3,138.57,835.29,441.28,2457.15,3471.03,30846.29,1300.67,5443.25,2820.75,18404.23,7841.85,486.32,436.01,4505.55,2617.73,752.05,2020.82,1258.96,732.16,3949.72,2180.17,1017.22,367.47,331.45,3574.74,4233.3,331.08,1549.28,1749.7,426.61,436.11,438.35,2880.01,8092.29,2109.06,2173.45,1996.26,3737.53,966.12,2033.2,1058.57,1903.75,20.54,239.98,340.59,346.28,1466.34,21296.42,5587.69,1053.52,1562.15,7117.65,2032.04,1098.46,680.5,2423.8,78610.5,13359.22,3568.7,6499.31,20745.21,163.02,11593.94,691.29,2458.56,1757.77,661.59,1186.03,5612.98,695.86,118.53,3334.51,1276.99,4126.19,1161.46,995.11,284.32,2108.15,3169.51,4516.31,840.79
2021-06-29,904.37,2912.47,976.69,1799.13,3960.06,1894.86,1561.06,1478.32,1354.14,664.47,865.48,788.47,1030.17,2058.29,4047.34,787.84,4530.27,3908.84,2540.08,1863.54,1857.22,2902.85,3815.55,781.15,1887.96,3621.86,3225.54,8237.97,2176.23,14569.68,2218.64,477.88,436.75,2627.33,138.33,834.91,442.64,2455.06,3456.65,30745.04,1305.33,5448.79,2828.93,18361.61,7796.9,480.97,436.08,4494.85,2625.94,751.52,2023.1,1261.41,736.18,3908.5,2155.41,1019.39,369.4,331.34,3537.71,4211.17,329.19,1547.0,1728.86,424.92,434.58,437.02,2869.29,8004.27,2092.83,2162.13,1982.42,3717.29,957.97,2018.0,1052.94,1891.7,20.48,237.9,341.03,342.04,1464.94,20993.47,5548.35,1051.65,1559.85,7081.36,2015.38,1088.43,674.0,2415.25,78922.36,13167.04,3563.83,6472.02,20171.55,162.98,11533.56,686.97,2443.57,1747.35,657.27,1190.96,5566.17,691.37,117.84,3304.99,1269.1,4094.63,1148.11,952.07,283.14,2104.57,3156.38,4477.62,832.48
2021-06-28,921.93,2912.37,980.62,1799.62,3920.51,1895.5,1565.37,1489.62,1375.82,662.92,885.0,801.68,1034.65,2124.81,4047.84,803.81,4519.55,3888.51,2541.36,1864.02,1864.58,2888.75,3809.24,786.47,1893.23,3625.31,3243.7,8274.55,2167.41,14806.58,2243.2,484.88,443.73,2647.06,138.79,839.03,442.49,2460.33,3410.77,30978.01,1301.52,5578.39,2845.35,18346.83,7774.99,485.2,434.17,4498.67,2607.62,753.71,2021.9,1262.32,751.43,3926.32,2160.54,1050.64,369.18,336.25,3540.11,4222.34,330.26,1541.03,1725.29,426.94,436.81,439.42,2876.24,7994.44,2088.05,2160.26,1967.74,3719.51,954.15,1999.75,1051.76,1876.27,20.67,238.76,341.29,340.64,1383.43,21206.72,5498.24,1039.57,1555.89,7126.47,2008.04,1083.74,670.19,2415.36,78589.64,13177.6,3557.96,6505.25,20087.22,161.35,11463.73,684.2,2375.33,1730.66,651.89,1194.31,5542.5,693.15,118.18,3300.32,1253.84,4099.06,1154.39,956.84,281.29,2086.69,3008.85,4478.99,830.5
2021-06-25,916.85,2934.58,978.87,1813.27,3927.6,1894.62,1563.84,1483.08,1353.78,669.11,873.89,789.47,1034.43,2103.77,4047.07,801.38,4501.13,3896.49,2565.48,1868.64,1858.49,2892.01,3796.32,785.98,1903.45,3617.83,3248.42,8289.24,2168.76,14653.4,2215.75,483.01,442.7,2632.58,137.1,841.1,440.16,2476.28,3375.84,31030.79,1327.51,5540.37,2841.48,18319.73,7796.72,477.74,424.06,4473.71,2605.35,750.46,2033.54,1265.0,747.63,3956.89,2168.92,1041.96,372.73,331.7,3543.95,4187.69,331.23,1539.12,1736.82,427.65,437.4,439.87,2844.42,7913.73,2073.44,2144.84,1960.14,3684.9,948.8,1994.03,1053.04,1858.23,20.36,239.73,336.64,339.93,1382.33,20916.69,5575.47,1027.73,1550.83,7123.72,2004.78,1093.14,669.07,2411.08,78106.54,12989.38,3541.4,6490.49,20101.64,158.84,11392.65,680.84,2368.23,1745.65,649.22,1194.74,5484.52,686.61,117.11,3282.21,1249.46,4045.97,1159.99,913.87,280.05,2063.01,3014.5,4441.62,831.59
2021-06-24,893.36,2919.07,971.32,1803.42,3976.25,1888.39,1555.09,1443.87,1304.21,662.66,852.26,791.64,1031.41,2106.48,4014.37,782.72,4551.21,3841.06,2552.71,1860.56,1842.74,2921.84,3846.19,777.35,1894.24,3576.68,3235.5,8253.72,2194.74,14185.03,2179.18,474.1,441.74,2564.61,135.15,831.46,432.81,2466.55,3386.09,30840.31,1315.42,5510.8,2819.45,18485.42,7751.79,477.07,425.48,4459.21,2600.82,737.21,2021.21,1257.99,728.34,3940.57,2150.26,1040.67,368.65,332.31,3577.71,4162.47,329.75,1520.15,1745.43,425.71,435.4,437.85,2827.43,7832.62,2064.52,2140.21,1971.82,3670.54,943.57,2011.48,1047.05,1834.86,20.22,239.14,332.97,339.0,1379.47,20773.6,5582.04,1026.41,1534.65,7057.28,2007.99,1092.21,665.99,2403.34,77540.84,13114.1,3523.32,6473.72,20182.87,157.84,11364.97,674.67,2360.64,1746.81,659.74,1187.2,5425.02,711.68,117.15,3284.37,1241.18,4018.25,1161.31,923.38,280.14,2052.63,3044.38,4507.23,824.72
2021-06-23,885.41,2883.91,964.31,1782.9,4076.01,1879.24,1544.77,1465.96,1302.37,669.26,851.82,786.88,1036.31,2029.84,4002.84,770.54,4578.41,3829.08,2559.14,1852.89,1830.83,2985.18,3869.91,779.23,1891.23,3571.82,3224.94,8193.8,2238.55,14185.22,2167.16,470.78,441.37,2601.99,134.2,824.94,432.35,2464.49,3398.07,30414.21,1335.14,5349.85,2851.78,18576.68,7734.78,475.43,434.5,4458.17,2608.78,744.13,2027.74,1250.68,721.55,3871.87,2141.62,1006.96,372.58,329.54,3652.23,4153.26,329.84,1520.24,1759.17,424.71,434.1,436.25,2815.1,7851.28,2069.93,2152.18,1980.26,3679.22,947.81,2020.36,1044.48,1840.52,20.26,239.08,336.49,339.85,1395.45,21056.04,5549.25,1029.38,1546.34,7018.56,2020.15,1094.26,668.7,2401.74,79109.69,13131.98,3550.84,6404.46,20419.76,160.17,11468.75,675.34,2379.66,1739.73,670.2,1183.12,5476.84,717.69,115.94,3295.08,1244.82,4031.04,1162.83,912.04,280.58,2062.06,3070.48,4538.67,827.67
2021-06-22,890.0,2879.56,989.49,1779.07,3941.84,1910.05,1547.68,1465.73,1296.13,682.53,858.5,791.92,1035.24,2055.17,4001.81,777.83,4489.94,3811.85,2583.72,1879.02,1837.41,2881.91,3777.15,783.55,1901.03,3596.18,3206.29,8195.01,2158.83,14101.87,2181.55,471.33,435.88,2604.58,137.2,840.82,434.9,2469.19,3413.15,30349.46,1369.35,5390.96,2815.84,18237.35,7810.37,478.68,434.96,4508.9,2568.9,750.11,2040.68,1269.94,725.51,3869.1,2129.73,1018.46,380.65,331.75,3525.84,4168.39,327.55,1530.04,1724.57,422.22,431.66,433.92,2840.6,7732.54,2079.39,2155.04,1962.69,3692.55,944.99,1995.56,1047.47,1842.01,20.4,242.74,337.06,336.82,1403.61,20842.5,5338.31,1035.38,1554.52,7127.22,2025.84,1093.12,673.47,2406.34,79792.44,12800.33,3541.13,6441.83,19581.82,157.28,11560.3,677.73,2376.5,1689.51,660.94,1196.54,5467.76,705.95,116.24,3273.61,1244.84,4000.48,1161.38,958.01,277.91,2057.74,3058.12,4437.15,827.72
2021-06-21,875.03,2879.22,987.48,1779.16,3916.87,1901.68,1544.52,1463.16,1280.4,672.99,839.05,774.48,1031.72,1989.32,3955.83,764.88,4535.33,3802.18,2516.31,1879.19,1809.97,2866.07,3813.86,775.86,1865.78,3542.4,3187.66,8142.58,2146.42,13946.83,2145.14,465.86,433.04,2601.4,134.19,840.27,430.39,2407.77,3393.34,30307.43,1353.29,5262.66,2817.89,18447.55,7704.99,473.3,420.94,4466.17,2591.79,743.45,1990.47,1269.08,712.67,3870.86,2104.44,987.39,375.09,324.16,3502.22,4135.01,324.57,1499.68,1706.01,419.0,428.53,430.94,2812.0,7750.71,2074.54,2147.06,1963.15,3676.56,941.28,2006.89,1049.47,1837.32,20.33,242.4,336.04,337.07,1408.76,20953.8,5321.09,1039.52,1565.3,7135.34,2026.96,1097.7,670.18,2397.43,76614.97,12723.88,3536.03,6460.86,19632.4,156.59,11553.9,676.95,2381.77,1686.69,654.1,1194.76,5464.17,714.17,116.11,3263.66,1244.72,4002.18,1169.88,885.0,278.74,2060.23,3076.2,4460.5,828.65
2021-06-18,894.52,2901.36,1017.43,1792.35,3940.82,1917.83,1549.4,1488.94,1300.29,671.26,854.76,784.09,1047.19,2029.53,3990.19,784.14,4475.94,3864.54,2537.86,1895.84,1831.75,2888.51,3753.45,784.7,1879.35,3598.68,3210.57,8183.55,2160.11,14158.54,2178.63,473.78,441.95,2654.52,135.8,890.21,438.78,2426.44,3464.1,30524.87,1350.22,5353.53,2875.38,18116.02,7753.12,482.32,421.46,4513.4,2578.33,759.0,2011.56,1290.27,729.21,3880.2,2126.45,1009.11,372.68,327.93,3527.81,4182.95,327.35,1524.46,1707.48,422.5,432.09,434.5,2849.05,7726.03,2102.89,2156.94,1968.03,3701.32,948.65,2009.61,1055.63,1867.06,20.3,244.29,336.13,338.61,1436.46,21442.48,5448.33,1054.85,1591.0,7280.61,2042.07,1094.06,678.2,2418.19,77135.93,12510.34,3553.19,6573.9,20020.95,157.95,11575.8,684.73,2412.26,1723.67,664.81,1217.52,5528.77,704.29,117.18,3264.84,1260.3,4022.7,1198.14,885.6,280.73,2084.09,3128.9,4403.01,838.88
2021-06-17,903.58,2873.85,1037.2,1775.67,3845.18,1910.79,1530.65,1506.99,1317.0,665.13,861.91,779.86,1045.32,2043.29,4012.04,794.78,4425.42,3849.77,2520.67,1893.68,1832.53,2834.51,3702.74,784.18,1869.1,3582.49,3209.05,8183.99,2118.48,14325.1,2181.83,477.15,443.19,2684.25,136.29,894.87,440.63,2420.15,3421.58,30546.91,1329.11,5376.81,2854.74,18076.78,7788.2,484.94,413.5,4520.89,2570.33,759.07,2008.67,1288.73,737.26,3851.45,2140.87,1014.28,370.49,326.2,3467.59,4163.75,326.37,1515.59,1693.8,421.87,431.61,434.18,2844.37,7589.28,2083.09,2137.61,1942.89,3685.47,939.42,1970.5,1039.49,1851.34,20.32,235.53,331.09,334.21,1412.05,21420.34,5453.82,1040.03,1594.19,7120.26,2013.1,1080.07,675.47,2410.72,76807.51,12263.17,3549.09,6493.19,19801.82,156.78,11462.68,675.33,2377.92,1719.81,661.28,1220.81,5536.28,700.45,116.62,3225.35,1243.65,3954.91,1169.5,837.81,277.79,2061.43,3058.69,4304.84,822.82
2021-06-16,906.01,2888.64,1024.3,1786.7,3805.05,1915.02,1535.79,1509.48,1313.77,671.42,865.84,774.8,1036.06,2073.96,3981.52,797.99,4433.14,3826.85,2539.33,1898.99,1818.91,2814.11,3708.92,787.66,1884.56,3600.02,3222.95,8238.9,2104.14,14307.77,2202.92,478.45,442.87,2688.76,136.95,886.75,443.67,2449.2,3412.56,30880.75,1344.47,5439.74,2849.47,18151.97,7724.52,483.77,418.13,4533.91,2576.16,765.12,2024.49,1290.74,739.14,3885.53,2127.34,1029.6,375.87,324.56,3445.4,4170.51,327.23,1521.95,1697.81,423.66,433.62,436.38,2849.73,7640.47,2070.25,2131.07,1927.18,3671.97,936.14,1955.37,1036.13,1820.87,20.06,232.04,324.24,332.46,1414.02,21351.48,5329.72,1027.08,1579.16,7069.81,1975.59,1059.95,673.73,2417.64,76796.5,12272.25,3518.88,6487.05,19840.0,157.77,11421.91,667.01,2371.18,1684.45,654.07,1221.35,5593.99,699.36,118.01,3208.48,1231.47,3978.52,1155.35,827.87,275.72,2032.7,3043.1,4307.42,810.95
2021-06-15,889.66,2874.78,1021.2,1777.72,3819.27,1883.68,1534.76,1479.25,1288.31,666.47,860.12,774.02,1037.87,2068.54,4001.65,778.54,4462.68,3804.93,2515.38,1866.18,1821.94,2825.63,3736.76,781.08,1874.59,3569.14,3204.58,8194.41,2097.43,14089.14,2191.13,472.08,446.22,2635.17,136.26,884.68,441.53,2432.83,3359.22,30609.84,1325.01,5413.05,2847.12,18297.09,7701.49,485.36,426.96,4518.16,2584.47,757.52,2010.2,1269.84,725.74,3864.52,2138.79,1025.82,372.5,324.14,3458.99,4145.69,325.73,1511.26,1695.22,421.2,430.97,433.58,2827.91,7640.85,2060.37,2127.56,1928.54,3647.5,935.78,1960.69,1037.43,1812.04,19.91,233.93,320.76,330.22,1423.72,20815.58,5207.94,1020.03,1572.63,7063.62,1972.16,1051.53,673.45,2394.27,76983.59,12315.17,3500.46,6502.5,19838.55,157.32,11382.65,666.03,2367.28,1651.75,654.65,1217.21,5513.44,704.16,117.45,3204.53,1228.28,3972.38,1147.19,826.62,273.61,2033.0,3063.15,4344.59,811.27
2021-06-14,888.18,2851.09,1023.52,1762.49,3812.89,1872.2,1532.17,1495.12,1288.37,669.68,850.58,775.19,1042.93,2082.6,3964.27,777.17,4510.45,3787.15,2514.32,1856.66,1827.84,2823.72,3778.89,786.63,1873.97,3571.73,3197.38,8167.36,2090.51,14103.68,2159.6,471.1,447.8,2669.88,137.89,885.05,444.84,2438.81,3358.81,30393.49,1331.81,5436.0,2855.37,18463.23,7638.95,488.77,419.78,4547.32,2601.0,765.27,2009.78,1265.43,724.86,3827.17,2122.31,1033.62,375.93,324.91,3462.11,4130.73,325.44,1514.78,1691.6,420.5,430.17,432.68,2828.07,7714.2,2053.61,2119.41,1929.33,3636.59,933.42,1969.0,1042.71,1801.93,19.98,233.28,319.94,329.63,1422.99,21098.02,5205.85,1018.14,1573.27,7074.88,1958.28,1046.92,672.29,2385.82,74757.89,12354.34,3506.26,6457.45,19669.06,153.3,11388.39,664.83,2366.89,1650.57,644.34,1196.98,5460.52,712.68,116.9,3199.99,1226.79,4008.71,1150.66,797.69,273.95,2029.2,3037.93,4397.78,811.84
2021-06-11,901.02,2853.77,1019.72,1763.77,3711.84,1868.08,1514.03,1499.12,1295.55,670.7,860.12,771.15,1046.77,2084.67,3972.33,790.19,4411.47,3805.1,2529.56,1851.4,1840.2,2761.38,3683.84,787.09,1870.95,3580.27,3192.36,8175.06,2045.26,14198.0,2180.51,475.0,450.55,2670.48,138.15,869.13,446.7,2450.54,3352.86,30518.08,1322.24,5465.99,2822.87,18110.22,7672.6,474.45,421.12,4511.63,2571.22,765.94,2017.59,1259.49,735.54,3808.99,2129.58,1034.99,376.3,323.58,3389.77,4133.99,324.12,1514.46,1675.9,419.62,429.48,432.2,2821.78,7683.44,2047.55,2122.05,1909.87,3624.22,935.71,1939.5,1038.46,1811.01,19.91,232.44,319.56,330.88,1405.57,20931.82,5241.02,1019.21,1565.63,7098.34,1949.89,1044.07,674.15,2361.4,74840.19,12102.25,3492.65,6480.88,19452.58,154.68,11471.8,665.48,2354.7,1659.67,643.18,1208.75,5468.46,690.67,117.58,3177.35,1225.9,3981.0,1154.34,795.21,274.73,2026.14,3002.51,4278.03,813.74
2021-06-10,904.03,2804.25,1013.2,1729.59,3705.15,1873.06,1512.9,1479.53,1302.68,664.21,859.3,772.46,1028.34,2016.8,3890.28,792.61,4409.75,3766.53,2519.84,1858.41,1784.15,2751.35,3688.22,780.85,1864.2,3568.05,3167.8,8094.18,2039.8,14276.97,2180.27,474.72,445.93,2628.78,138.13,863.76,447.03,2434.01,3322.56,30207.52,1310.64,5280.99,2827.58,18169.33,7537.65,471.93,426.89,4539.08,2568.33,758.38,2011.97,1261.77,737.98,3739.45,2077.78,1003.18,373.56,323.51,3381.03,4107.17,320.47,1505.15,1647.98,415.79,425.79,428.74,2796.82,7687.25,2033.0,2116.22,1904.53,3606.33,932.16,1935.06,1033.62,1799.73,19.93,231.02,318.89,331.44,1399.4,20905.07,5203.67,1011.0,1557.64,7062.75,1956.63,1035.92,676.65,2367.35,74270.29,12093.4,3477.32,6488.79,19234.04,154.9,11430.84,661.81,2350.75,1647.51,631.16,1199.87,5489.08,684.69,118.02,3172.69,1220.51,3984.64,1157.74,790.55,274.56,2019.58,2981.05,4287.51,814.07
2021-06-09,907.21,2792.58,1022.47,1722.46,3610.63,1860.59,1512.74,1474.8,1318.15,673.7,863.85,774.53,1027.35,2004.09,3893.55,794.88,4300.71,3746.45,2551.77,1850.03,1775.27,2695.95,3599.92,783.66,1876.98,3573.34,3156.9,8090.15,1995.71,14455.09,2189.55,474.88,447.33,2615.24,140.1,869.81,446.63,2461.15,3267.29,30214.83,1355.45,5256.48,2787.01,17795.01,7525.62,469.59,419.49,4531.64,2502.31,760.8,2025.88,1258.15,740.59,3731.4,2069.62,995.62,381.88,325.6,3315.39,4108.41,319.03,1519.39,1628.39,414.39,424.49,427.54,2804.0,7529.33,2026.64,2107.41,1884.11,3611.49,923.39,1901.72,1028.82,1790.35,19.86,229.07,319.37,327.62,1387.4,20777.23,5186.49,1012.74,1556.07,7081.83,1913.01,1024.42,675.63,2375.29,74358.37,11891.13,3442.32,6482.28,18962.62,153.09,11315.42,658.22,2329.67,1643.86,625.54,1219.19,5446.68,680.3,117.77,3140.35,1212.73,3895.16,1143.13,765.57,267.99,2000.45,2958.0,4164.37,807.13
2021-06-08,921.06,2844.35,1017.87,1753.92,3604.64,1866.51,1521.26,1479.23,1331.52,679.28,883.47,783.61,1015.53,2042.6,3922.93,807.33,4386.38,3821.3,2570.36,1855.42,1806.55,2691.37,3680.86,788.74,1891.61,3602.71,3191.23,8185.56,1999.05,14593.44,2231.15,480.91,445.87,2611.84,142.1,868.43,449.53,2485.2,3303.95,30646.31,1355.2,5356.77,2797.16,18137.09,7562.56,473.58,409.5,4565.81,2544.62,763.83,2044.02,1261.52,751.95,3800.92,2082.31,1014.13,383.52,330.04,3308.38,4122.0,322.71,1532.49,1650.53,419.04,429.21,432.26,2806.49,7660.53,2035.27,2120.51,1898.22,3620.78,928.06,1926.39,1035.41,1811.36,19.91,230.54,320.46,330.12,1386.65,20816.57,5196.52,1021.09,1554.47,7043.54,1912.69,1030.95,679.5,2380.43,75526.15,12009.04,3481.11,6520.37,19152.87,153.16,11272.9,664.28,2336.72,1649.29,623.75,1220.04,5480.31,692.09,118.61,3159.05,1221.05,3949.28,1143.79,778.47,269.44,2021.82,2957.05,4261.1,816.93
2021-06-07,921.6,2865.37,1027.07,1767.27,3595.8,1864.88,1532.82,1438.63,1322.29,718.14,883.6,775.92,1011.97,2037.8,3972.13,809.17,4331.04,3857.56,2542.33,1854.8,1817.75,2674.96,3634.1,798.02,1885.23,3628.17,3193.43,8218.17,1987.56,14518.68,2230.22,480.72,441.21,2540.93,141.84,891.29,449.36,2466.88,3368.68,30773.79,1462.75,5347.75,2800.31,17961.98,7622.74,477.33,409.86,4573.41,2524.43,747.53,2029.75,1267.77,752.39,3833.55,2104.56,1013.08,409.7,327.12,3285.8,4130.82,323.11,1550.63,1645.92,419.46,429.61,432.64,2806.08,7487.02,2049.24,2127.5,1899.31,3645.17,926.83,1916.85,1039.48,1830.18,20.07,232.44,318.53,329.53,1386.73,20917.73,5219.34,1018.8,1575.97,7027.21,1915.41,1030.32,684.5,2421.15,75833.21,11905.08,3491.19,6525.03,19281.03,152.76,11231.22,669.7,2335.12,1654.15,631.44,1229.02,5504.39,685.64,119.69,3157.87,1227.17,3881.12,1140.75,763.76,268.49,2045.41,2987.5,4178.05,821.71
2021-06-04,918.15,2862.9,990.53,1766.64,3552.86,1868.89,1527.14,1480.88,1325.88,682.97,886.39,768.46,1003.77,2094.19,3967.67,804.93,4350.11,3865.46,2505.75,1856.57,1829.59,2645.5,3654.66,782.6,1876.33,3582.4,3184.3,8201.09,1962.74,14547.03,2231.19,479.12,437.99,2617.94,140.34,845.21,444.22,2456.41,3276.16,30792.65,1354.98,5462.52,2772.41,17995.48,7606.48,478.05,411.49,4582.02,2522.12,758.74,2016.55,1257.21,749.37,3824.99,2102.24,1038.51,387.57,323.89,3249.23,4115.16,321.49,1527.62,1637.46,418.07,428.38,431.59,2803.04,7552.57,2051.09,2134.36,1899.97,3644.44,927.02,1924.71,1034.33,1831.97,20.17,235.91,319.12,327.91,1389.25,20907.13,5185.27,1028.24,1583.81,7074.26,1911.68,1024.62,680.47,2397.18,75512.78,11999.39,3504.28,6536.63,19424.58,153.92,11282.58,670.49,2332.87,1649.02,628.09,1238.04,5467.59,693.54,115.95,3163.63,1227.47,3895.71,1144.53,778.31,266.5,2027.99,2970.28,4224.64,822.4
2021-06-03,920.08,2875.08,986.83,1774.19,3611.99,1871.09,1546.14,1504.39,1328.23,664.11,887.04,769.58,1020.18,2073.69,3979.83,804.65,4347.28,3902.71,2455.05,1859.06,1834.38,2692.66,3649.98,780.62,1863.63,3571.55,3194.29,8193.45,1984.4,14542.13,2238.29,481.03,448.44,2659.25,139.55,845.09,449.97,2408.04,3269.4,30950.05,1318.19,5436.45,2788.65,17869.71,7614.4,479.2,416.13,4583.99,2521.9,770.17,1999.29,1258.84,751.31,3842.97,2110.47,1031.08,374.98,324.48,3306.09,4105.56,322.24,1522.93,1645.99,419.46,429.91,433.24,2802.55,7601.29,2055.34,2137.99,1904.49,3629.26,931.11,1936.52,1033.61,1852.42,20.11,236.1,313.24,327.51,1401.61,20918.99,5241.93,1034.39,1597.45,6990.5,1912.89,1017.96,681.61,2399.04,75073.49,11987.94,3506.59,6481.44,19484.36,154.51,11291.18,674.48,2339.39,1665.25,644.15,1254.67,5471.87,691.09,115.03,3159.04,1233.82,3927.82,1162.44,782.01,267.66,2037.95,3044.96,4226.75,830.28
2021-06-02,922.41,2816.98,974.55,1738.08,3609.48,1884.47,1548.89,1501.33,1338.31,665.43,879.3,773.03,1016.44,2111.2,3951.43,805.82,4332.26,3802.4,2441.74,1873.22,1841.63,2695.2,3638.81,782.97,1859.57,3583.61,3166.71,8098.76,1989.67,14685.45,2234.16,482.28,449.03,2654.7,140.0,838.01,450.58,2409.0,3177.57,30249.67,1314.06,5524.68,2776.76,17747.21,7596.08,481.7,413.33,4615.06,2517.1,771.89,1999.55,1266.12,753.21,3768.24,2099.93,1050.86,377.51,326.15,3314.7,4083.19,321.67,1524.68,1636.33,416.83,426.73,429.55,2791.76,7568.53,2034.69,2123.91,1884.02,3604.44,923.02,1914.17,1023.6,1806.87,20.03,227.99,312.2,324.55,1386.21,20503.45,5207.65,1020.47,1586.09,7001.08,1909.89,1007.48,675.92,2401.6,74178.23,11904.16,3463.18,6465.85,19505.37,154.93,11351.07,660.37,2315.03,1651.83,639.51,1235.77,5451.88,688.17,114.49,3140.62,1213.08,3920.88,1159.69,778.27,266.49,1997.5,2973.15,4202.61,812.54
2021-06-01,918.13,2841.33,967.26,1752.04,3630.98,1889.3,1545.87,1476.37,1327.88,646.19,875.19,760.35,1014.76,2114.66,3940.17,802.51,4406.28,3813.15,2427.26,1877.6,1843.33,2707.93,3707.24,770.82,1854.35,3559.71,3168.72,8102.96,1995.14,14506.22,2237.96,479.66,447.52,2599.5,137.04,845.74,450.87,2403.15,3172.96,30284.6,1262.28,5506.29,2781.63,18020.68,7586.02,476.15,416.18,4652.42,2551.69,763.2,1993.78,1270.51,749.47,3796.42,2091.32,1053.8,365.45,321.12,3331.51,4055.98,322.19,1510.21,1649.94,417.17,426.99,429.72,2759.94,7672.44,2033.39,2121.13,1891.86,3579.97,925.93,1935.96,1026.66,1812.37,19.97,229.04,311.84,323.25,1388.51,20450.1,5139.78,1016.31,1566.39,7133.06,1925.98,1006.74,674.46,2383.83,71840.37,12075.28,3443.52,6435.26,19599.41,153.75,11332.95,662.37,2312.76,1633.53,639.56,1240.57,5400.87,696.56,111.5,3153.35,1214.16,3958.1,1158.54,782.68,265.3,2014.28,2975.12,4290.91,817.74
